Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2/5/2026,18:01:48,CNR2306565,Cancelled by Customer,CUST55676,Prime SUV,Varthur,Richmond Town,,,Yes,AC is not working,No,,No,,,,,
3/5/2026,12:50:16,CNR9306913,Success,CUST95458,Auto,Banashankari,Rajajinagar,10.2,20.8,No,,No,,No,,370.85,7.9,3.8,4.6
17/5/2026,2:05:42,CNR1910278,Success,CUST75301,eBike,RT Nagar,Devanahalli,10,27.8,No,,No,,No,,621.8,29.3,3.8,4.7
14/5/2026,10:31:49,CNR3889577,Success,CUST33780,Prime SUV,Basavanagudi,Yelahanka,8.9,57.2,No,,No,,No,,196.41,10.3,4.8,4.9
9/5/2026,15:39:49,CNR4781913,Pending,CUST76101,Prime Plus,Majestic,Hebbal,,,No,,No,,No,,,,,
24/5/2026,6:58:56,CNR8022535,Success,CUST82727,Mini,Hoodi,Malleshwaram,2.1,51.5,No,,No,,No,,536.23,33,4.1,4.4
3/5/2026,19:04:38,CNR1151874,Pending,CUST66279,Prime SUV,Domlur,Kadugodi,,,No,,No,,No,,,,,
31/5/2026,13:44:41,CNR9015532,Success,CUST42074,Auto,Marathahalli,Indiranagar,6.1,32,No,,No,,No,,360.16,10.4,3.7,4.5
2/5/2026,19:24:21,CNR6785314,Success,CUST72129,Prime Sedan,Marathahalli,Devanahalli,10.7,54.2,No,,No,,No,,323.59,33.9,4.3,3.9
3/5/2026,21:33:15,CNR7982153,Success,CUST91514,Auto,Marathahalli,Cunningham Road,10.3,30.9,No,,No,,No,,510.49,25.3,4.1,4.6
10/5/2026,7:54:40,CNR7378412,Success,CUST86631,eBike,Madiwala,Vijayanagar,3.9,52.4,No,,No,,No,,156.9,8.5,4,4.5
16/5/2026,10:01:37,CNR2986573,Success,CUST32863,Prime Plus,Chickpet,Malleshwaram,5.1,37.9,No,,No,,No,,194.46,28.5,4.9,4.1
7/5/2026,20:04:44,CNR1967999,Success,CUST97333,Auto,HSR Layout,Rajajinagar,8.7,11.7,No,,No,,No,,136.99,19.2,3.9,4.5
24/5/2026,17:59:11,CNR7525144,Cancelled by Driver,CUST83987,Bike,MG Road,Kalyan Nagar,,,No,,Yes,Personal & Car related issues,No,,,,,
10/5/2026,10:00:05,CNR8604203,Success,CUST40788,Prime Sedan,Bellandur,Devanahalli,11.3,34.9,No,,No,,No,,174.71,26.9,4,4
2/5/2026,8:17:16,CNR4962051,Success,CUST53088,Prime Plus,Devanahalli,Electronic City,7.2,24.8,No,,No,,No,,894.44,8.4,4.3,4
28/5/2026,13:02:41,CNR5396678,Pending,CUST70187,Auto,Basavanagudi,Frazer Town,,,No,,No,,No,,,,,
30/5/2026,13:47:32,CNR4726968,Pending,CUST63895,Prime Sedan,CV Raman Nagar,Electronic City,,,No,,No,,No,,,,,
19/5/2026,8:36:44,CNR6893106,Cancelled by Driver,CUST69143,eBike,Bommanahalli,Devanahalli,,,No,,Yes,Customer related issue,No,,,,,
24/5/2026,18:40:54,CNR9850814,Success,CUST77885,Mini,Kalyan Nagar,Yelahanka,4,54.1,No,,No,,No,,596.77,26.7,3.6,4.2
3/5/2026,12:25:20,CNR3900006,Pending,CUST85076,Prime SUV,MG Road,HSR Layout,,,No,,No,,No,,,,,
9/5/2026,17:55:48,CNR5719113,Incomplete,CUST14199,Auto,Majestic,Wilson Garden,,,No,,No,,Yes,Customer Demand,,,,
10/5/2026,4:18:40,CNR6592426,Cancelled by Driver,CUST34667,Prime Sedan,Banashankari,MG Road,,,No,,Yes,Personal & Car related issues,No,,,,,
31/5/2026,22:39:22,CNR3287795,Pending,CUST52075,Prime SUV,Bommanahalli,Shivajinagar,,,No,,No,,No,,,,,
17/5/2026,17:31:56,CNR2032623,Success,CUST17260,Prime Sedan,Hebbal,HSR Layout,11.7,41.8,No,,No,,No,,1227.24,29.8,4.4,4.1
1/5/2026,17:16:27,CNR3942487,Success,CUST35142,Bike,HSR Layout,Yeshwanthpur,2.3,28.5,No,,No,,No,,378.01,21,5,4.7
11/5/2026,20:07:27,CNR1458692,Success,CUST85656,Prime Plus,Bannerghatta Road,Sarjapur Road,4.4,51.3,No,,No,,No,,158.51,17.4,4.7,4.8
1/5/2026,12:51:27,CNR2416464,Success,CUST89833,Prime SUV,Electronic City,JP Nagar,6.1,43.4,No,,No,,No,,421.73,17.5,4.1,4.4
8/5/2026,15:03:56,CNR7552497,Success,CUST22995,Prime SUV,KR Puram,Lalbagh,9.2,48.4,No,,No,,No,,2115.24,1.9,3.7,4.5
15/5/2026,10:38:38,CNR6596778,Success,CUST31429,eBike,Shivajinagar,Rajajinagar,2.4,29,No,,No,,No,,888.44,10.9,4.2,3.7
10/5/2026,19:49:25,CNR3409450,Incomplete,CUST69544,Auto,Brookefield,Malleshwaram,,,No,,No,,Yes,Vehicle Breakdown,,,,
2/5/2026,19:54:42,CNR4713886,Success,CUST84649,Mini,Brookefield,Madiwala,5.3,27.2,No,,No,,No,,166.67,17.2,5,4.5
3/5/2026,20:16:22,CNR2223859,Success,CUST37851,Mini,Yeshwanthpur,Hennur,10.5,14,No,,No,,No,,1236.68,17.7,3.9,4.1
17/5/2026,6:35:23,CNR7178298,Success,CUST26631,Prime SUV,Basavanagudi,Domlur,2,31.1,No,,No,,No,,711.75,13.4,3.8,3.9
23/5/2026,19:11:47,CNR1695255,Cancelled by Driver,CUST32494,Mini,Banashankari,Malleshwaram,,,No,,Yes,Personal & Car related issues,No,,,,,
13/5/2026,20:05:36,CNR2346602,Incomplete,CUST90871,Mini,Marathahalli,Jayanagar,,,No,,No,,Yes,Vehicle Breakdown,,,,
23/5/2026,16:10:46,CNR6959407,Cancelled by Driver,CUST79095,eBike,Yelahanka,Banashankari,,,No,,Yes,Customer related issue,No,,,,,
5/5/2026,22:58:14,CNR1183515,Success,CUST63341,Mini,Shivajinagar,Bellandur,2.4,56.7,No,,No,,No,,413.55,4.1,4.4,4.9
3/5/2026,6:46:36,CNR3104662,Success,CUST80227,Auto,JP Nagar,Domlur,4.6,52,No,,No,,No,,556.01,28.8,3.6,3.7
26/5/2026,8:18:34,CNR5108091,Success,CUST98367,Bike,Majestic,Madiwala,7.8,12.8,No,,No,,No,,218.34,17.1,3.8,3.9
10/5/2026,19:20:54,CNR3951540,Incomplete,CUST89893,Prime Plus,Bellandur,Kalyan Nagar,,,No,,No,,Yes,Customer Demand,,,,
14/5/2026,7:24:49,CNR9433486,Incomplete,CUST80499,Bike,CV Raman Nagar,Yeshwanthpur,,,No,,No,,Yes,Customer Demand,,,,
30/5/2026,10:36:10,CNR1774472,Pending,CUST64814,Auto,Hebbal,Hoodi,,,No,,No,,No,,,,,
13/5/2026,12:19:38,CNR3453072,Success,CUST56488,Mini,Marathahalli,Bommanahalli,5.8,23.7,No,,No,,No,,532.74,34.2,4.1,3.8
1/5/2026,16:50:50,CNR1907073,Success,CUST13364,Auto,Madiwala,Basavanagudi,2.3,49.6,No,,No,,No,,506.33,26.1,4.6,4.3
30/5/2026,13:34:40,CNR1966524,Incomplete,CUST65854,Auto,Malleshwaram,Hennur,,,No,,No,,Yes,Vehicle Breakdown,,,,
1/5/2026,8:02:18,CNR5631804,Incomplete,CUST98807,Prime Plus,Lalbagh,Koramangala,,,No,,No,,Yes,Other Issue,,,,
21/5/2026,9:09:42,CNR1797235,Success,CUST97574,Prime Sedan,Hebbal,Vijayanagar,10.9,16.8,No,,No,,No,,322.02,16.4,4.8,4
10/5/2026,15:15:57,CNR4003056,Success,CUST72375,Mini,Sarjapur Road,Lalbagh,11.5,44.2,No,,No,,No,,568.75,2.2,3.9,3.7
16/5/2026,17:30:12,CNR3389879,Pending,CUST68523,Prime SUV,Cunningham Road,Hebbal,,,No,,No,,No,,,,,
17/5/2026,17:51:37,CNR6836601,Cancelled by Driver,CUST43868,eBike,Hebbal,Majestic,,,No,,Yes,More than permitted people in there,No,,,,,
13/5/2026,16:03:10,CNR8249296,Cancelled by Driver,CUST55233,Mini,Bannerghatta Road,Peenya,,,No,,Yes,More than permitted people in there,No,,,,,
24/5/2026,12:23:40,CNR8594114,Success,CUST97488,Prime Sedan,Majestic,CV Raman Nagar,8.1,23.1,No,,No,,No,,429.43,3.1,3.7,4.1
30/5/2026,12:56:10,CNR1038349,Success,CUST50442,eBike,Cunningham Road,Koramangala,10.6,53.8,No,,No,,No,,365.15,14.6,5,4.6
3/5/2026,20:42:40,CNR9998380,Cancelled by Driver,CUST92404,Prime SUV,Whitefield,Malleshwaram,,,No,,Yes,Customer related issue,No,,,,,
24/5/2026,10:51:08,CNR2703535,Success,CUST47000,Auto,Kengeri,Begur,9.6,42.4,No,,No,,No,,457.37,13.7,4.1,4.2
3/5/2026,10:38:53,CNR6256846,Success,CUST77689,Bike,Chickpet,Devanahalli,5.6,23.3,No,,No,,No,,249.02,20.2,3.7,3.9
3/5/2026,13:43:20,CNR4799046,Success,CUST37033,Auto,Yelahanka,Hoodi,7.4,59.6,No,,No,,No,,331.28,20.8,3.9,4.6
30/5/2026,1:00:30,CNR2592980,Incomplete,CUST10026,Prime Plus,Basavanagudi,Madiwala,,,No,,No,,Yes,Customer Demand,,,,
16/5/2026,17:41:00,CNR1202052,Cancelled by Driver,CUST33871,Prime Sedan,Yeshwanthpur,Vijayanagar,,,No,,Yes,Personal & Car related issues,No,,,,,
4/5/2026,11:40:25,CNR8308826,Success,CUST47009,Auto,Hoodi,Indiranagar,11.7,45,No,,No,,No,,293.62,8.2,4,4.7
17/5/2026,15:49:51,CNR8823784,Success,CUST96730,Bike,Nagawara,Kadugodi,2.1,16.4,No,,No,,No,,212.61,27.3,4.4,4.5
9/5/2026,17:58:10,CNR3515521,Success,CUST18202,Mini,Hebbal,Electronic City,4.2,48.4,No,,No,,No,,1146.61,25.4,4.3,4.9
15/5/2026,14:15:22,CNR3003783,Cancelled by Customer,CUST32897,Prime Sedan,Frazer Town,Koramangala,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
19/5/2026,7:28:03,CNR9697168,Cancelled by Driver,CUST16075,eBike,Bannerghatta Road,Sarjapur Road,,,No,,Yes,Personal & Car related issues,No,,,,,
27/5/2026,6:10:12,CNR9031499,Cancelled by Driver,CUST10957,Prime SUV,Varthur,Wilson Garden,,,No,,Yes,Personal & Car related issues,No,,,,,
1/5/2026,15:55:48,CNR3757164,Success,CUST56840,Mini,Majestic,Devanahalli,11.4,16.1,No,,No,,No,,322.24,34.2,4.8,3.6
7/5/2026,20:26:45,CNR1252510,Success,CUST62271,Bike,JP Nagar,Brookefield,8.9,15.8,No,,No,,No,,485.56,17.9,4.4,4.7
3/5/2026,6:49:12,CNR5583440,Cancelled by Driver,CUST32382,Prime Sedan,Electronic City,Devanahalli,,,No,,Yes,Customer related issue,No,,,,,
3/5/2026,17:11:58,CNR7703814,Cancelled by Customer,CUST67391,Auto,Airport Road,Sarjapur Road,,,Yes,Change of plans,No,,No,,,,,
30/5/2026,13:56:03,CNR2444663,Cancelled by Customer,CUST14878,Bike,Rajajinagar,Indiranagar,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
30/5/2026,20:18:13,CNR7609563,Pending,CUST69663,Prime Plus,Sarjapur Road,Bellandur,,,No,,No,,No,,,,,
24/5/2026,4:07:03,CNR2773843,Cancelled by Customer,CUST69071,Prime Plus,BTM Layout,Lalbagh,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
20/5/2026,20:07:06,CNR8041160,Pending,CUST49613,eBike,CV Raman Nagar,Yeshwanthpur,,,No,,No,,No,,,,,
26/5/2026,10:36:59,CNR3222052,Success,CUST19729,Prime Plus,Hennur,Chickpet,10.1,45,No,,No,,No,,134.16,5.7,4.4,3.6
2/5/2026,16:44:15,CNR9148639,Pending,CUST92511,Prime SUV,Peenya,Ulsoor,,,No,,No,,No,,,,,
3/5/2026,0:39:32,CNR1029955,Success,CUST81707,Prime SUV,Brookefield,Wilson Garden,2.7,51.5,No,,No,,No,,216.38,24.1,4.9,4.5
10/5/2026,12:09:47,CNR7567817,Success,CUST33255,Auto,Frazer Town,Peenya,8.2,17.2,No,,No,,No,,594.94,12.7,4.3,4.8
26/5/2026,14:06:03,CNR6035228,Success,CUST32620,Auto,Banashankari,MG Road,2.9,31.2,No,,No,,No,,418.01,2.7,3.6,4.9
16/5/2026,15:24:08,CNR8740218,Cancelled by Driver,CUST14570,Auto,Peenya,Lalbagh,,,No,,Yes,More than permitted people in there,No,,,,,
16/5/2026,11:08:18,CNR9842906,Cancelled by Driver,CUST32371,Mini,Hebbal,Madiwala,,,No,,Yes,More than permitted people in there,No,,,,,
8/5/2026,6:02:27,CNR6107500,Success,CUST18527,Prime SUV,MG Road,Bommanahalli,6.6,38.5,No,,No,,No,,784.81,28,4.9,4.1
20/5/2026,5:13:54,CNR2376927,Success,CUST22977,Mini,JP Nagar,Electronic City,4.8,28.1,No,,No,,No,,350.03,22.1,4,4.3
28/5/2026,21:11:36,CNR8139537,Cancelled by Driver,CUST68492,Prime Plus,Jayanagar,Kalyan Nagar,,,No,,Yes,More than permitted people in there,No,,,,,
10/5/2026,15:58:34,CNR3758651,Success,CUST75743,Prime Plus,Varthur,Koramangala,2.8,17.2,No,,No,,No,,487.26,27.8,3.7,3.8
19/5/2026,14:28:35,CNR2260690,Success,CUST13589,Prime Plus,Banashankari,Jayanagar,5.6,45,No,,No,,No,,925.7,2.2,3.5,3.6
10/5/2026,15:07:20,CNR6533793,Success,CUST32588,Prime Plus,Koramangala,Vijayanagar,2.5,28.3,No,,No,,No,,269.69,31.7,4.6,4.7
24/5/2026,7:19:44,CNR5768910,Success,CUST92475,Mini,Brookefield,Cunningham Road,8.9,26.5,No,,No,,No,,458.26,10.6,4.6,4.3
16/5/2026,11:40:58,CNR3009530,Cancelled by Driver,CUST54734,Bike,Electronic City,Indiranagar,,,No,,Yes,Customer related issue,No,,,,,
10/5/2026,7:57:34,CNR7679270,Cancelled by Driver,CUST65770,Prime Sedan,Devanahalli,MG Road,,,No,,Yes,Personal & Car related issues,No,,,,,
13/5/2026,10:41:28,CNR4121829,Cancelled by Customer,CUST83397,Prime Plus,Kadugodi,Rajajinagar,,,Yes,Driver asked to cancel,No,,No,,,,,
3/5/2026,12:52:29,CNR3870121,Cancelled by Customer,CUST37433,Mini,Nagawara,Kalyan Nagar,,,Yes,Driver asked to cancel,No,,No,,,,,
27/5/2026,17:46:48,CNR7373286,Cancelled by Customer,CUST76903,Prime SUV,Nagawara,Marathahalli,,,Yes,Change of plans,No,,No,,,,,
31/5/2026,13:05:02,CNR8131961,Success,CUST44787,Mini,Bannerghatta Road,Sahakar Nagar,7.5,17.7,No,,No,,No,,186.9,27.9,3.8,4.1
16/5/2026,5:38:52,CNR1500620,Cancelled by Driver,CUST53350,Prime Sedan,Begur,Anekal,,,No,,Yes,Customer related issue,No,,,,,
7/5/2026,5:06:50,CNR4908261,Success,CUST50948,Prime SUV,Domlur,Bommanahalli,2.8,59.5,No,,No,,No,,918.21,32.1,4.1,4.6
21/5/2026,8:49:50,CNR3095060,Cancelled by Driver,CUST32392,Auto,Hennur,Chickpet,,,No,,Yes,More than permitted people in there,No,,,,,
15/5/2026,17:01:26,CNR3901060,Incomplete,CUST71897,Auto,Ulsoor,Cunningham Road,,,No,,No,,Yes,Customer Demand,,,,
9/5/2026,13:50:42,CNR1972507,Cancelled by Driver,CUST33919,Prime Plus,Kadugodi,Malleshwaram,,,No,,Yes,Customer related issue,No,,,,,
2/5/2026,16:09:12,CNR1874264,Incomplete,CUST17537,Auto,Basavanagudi,Majestic,,,No,,No,,Yes,Customer Demand,,,,
28/5/2026,7:04:08,CNR8877638,Incomplete,CUST13853,eBike,Devanahalli,Jayanagar,,,No,,No,,Yes,Other Issue,,,,
24/5/2026,8:33:32,CNR4324349,Success,CUST87642,Prime Plus,Madiwala,Begur,8.7,11.4,No,,No,,No,,433.76,15.9,3.8,4.8
25/5/2026,9:51:27,CNR7400055,Success,CUST43035,Mini,Bannerghatta Road,Begur,5.6,19.3,No,,No,,No,,297.83,32.7,4.7,3.8
14/5/2026,23:10:58,CNR3787717,Success,CUST75586,Bike,Indiranagar,Anekal,5.2,56.2,No,,No,,No,,370.84,7.3,3.8,4.6
24/5/2026,12:30:21,CNR1871974,Success,CUST99360,Prime Sedan,Kalyan Nagar,MG Road,4.6,17.2,No,,No,,No,,604.98,5.8,4.1,4.4
17/5/2026,12:05:31,CNR7366880,Success,CUST54553,Prime Sedan,Indiranagar,Sahakar Nagar,8.3,27.9,No,,No,,No,,1003.41,23.7,5,3.9
11/5/2026,9:43:14,CNR4912874,Success,CUST88263,Auto,Shivajinagar,Hebbal,4,45.2,No,,No,,No,,1493.98,20.4,5,4.9
26/5/2026,19:59:00,CNR9684590,Success,CUST43681,Mini,RT Nagar,Shivajinagar,5.1,25.8,No,,No,,No,,406.5,30.4,3.9,4
31/5/2026,20:28:58,CNR3193283,Success,CUST85195,Auto,Anekal,Bellandur,4.7,36,No,,No,,No,,899.16,11.4,3.7,4
29/5/2026,21:29:21,CNR8684457,Success,CUST77293,Prime Sedan,Devanahalli,JP Nagar,4.3,11.9,No,,No,,No,,741.19,27.4,4.8,4.6
24/5/2026,11:21:06,CNR4394113,Success,CUST82426,Mini,Koramangala,Kadugodi,6.9,49.6,No,,No,,No,,251.28,27,4.8,4.9
24/5/2026,17:58:30,CNR1874484,Cancelled by Driver,CUST12478,Prime SUV,Cunningham Road,Brookefield,,,No,,Yes,Personal & Car related issues,No,,,,,
21/5/2026,7:18:13,CNR1692553,Success,CUST38861,Mini,Kalyan Nagar,JP Nagar,8.5,54.8,No,,No,,No,,181.01,15,3.7,4.4
27/5/2026,5:58:25,CNR1577181,Success,CUST68672,Mini,Malleshwaram,Indiranagar,4.8,29,No,,No,,No,,186.23,10.7,3.5,4.9
16/5/2026,20:29:40,CNR1664098,Cancelled by Customer,CUST87512,Prime SUV,Sarjapur Road,Basavanagudi,,,Yes,Change of plans,No,,No,,,,,
6/5/2026,13:56:51,CNR5680951,Success,CUST52635,Prime Plus,Yeshwanthpur,Kalyan Nagar,2.4,18.6,No,,No,,No,,471.74,5.7,3.7,4.3
24/5/2026,16:29:42,CNR3265792,Success,CUST35998,Mini,Begur,Indiranagar,9.3,58.1,No,,No,,No,,558.73,8.5,4.7,3.6
30/5/2026,10:28:03,CNR7018401,Success,CUST45744,Bike,HSR Layout,Varthur,11.6,51.1,No,,No,,No,,372.16,27.2,4.2,4.7
10/5/2026,10:10:59,CNR3051834,Success,CUST63931,Mini,Rajajinagar,Nagawara,7.3,51.8,No,,No,,No,,248.69,11.4,4.6,4.6
24/5/2026,18:30:12,CNR9637095,Success,CUST41596,eBike,Basavanagudi,Kadugodi,11.4,56.7,No,,No,,No,,1208.09,22.4,4.9,3.7
9/5/2026,21:28:55,CNR1011405,Cancelled by Driver,CUST83324,Mini,JP Nagar,Nagawara,,,No,,Yes,The customer was coughing/sick,No,,,,,
30/5/2026,9:11:44,CNR8721588,Success,CUST48195,Prime Sedan,Rajajinagar,Majestic,4.3,56.4,No,,No,,No,,355.96,32.9,3.6,4.7
22/5/2026,9:57:53,CNR7293352,Pending,CUST87455,Mini,Rajajinagar,Varthur,,,No,,No,,No,,,,,
17/5/2026,18:25:41,CNR6085115,Success,CUST77671,Auto,JP Nagar,MG Road,11.2,29.2,No,,No,,No,,310.54,32.2,4.4,3.8
24/5/2026,12:12:11,CNR3265221,Success,CUST45051,Bike,Malleshwaram,Bellandur,5.2,25.6,No,,No,,No,,322.6,24.8,4.4,4
25/5/2026,9:43:13,CNR9642183,Cancelled by Driver,CUST22736,Bike,CV Raman Nagar,Richmond Town,,,No,,Yes,Customer related issue,No,,,,,
28/5/2026,15:38:40,CNR5723179,Cancelled by Driver,CUST61945,Prime SUV,Begur,Majestic,,,No,,Yes,More than permitted people in there,No,,,,,
29/5/2026,18:34:33,CNR5205689,Success,CUST99509,Prime Sedan,Lalbagh,CV Raman Nagar,5.4,13.9,No,,No,,No,,284.35,28.2,5,4.2
2/5/2026,12:09:03,CNR7241331,Pending,CUST87999,Prime Sedan,CV Raman Nagar,Majestic,,,No,,No,,No,,,,,
3/5/2026,6:26:05,CNR2960906,Success,CUST93224,Bike,Bannerghatta Road,Wilson Garden,11.5,10.3,No,,No,,No,,133.35,13.3,4.1,4.9
25/5/2026,13:31:39,CNR6768296,Success,CUST41523,Mini,Begur,CV Raman Nagar,4.7,53.8,No,,No,,No,,97.87,9.3,4.6,4.7
30/5/2026,14:36:09,CNR8194040,Pending,CUST88027,Prime Plus,Peenya,Chickpet,,,No,,No,,No,,,,,
10/5/2026,8:26:44,CNR8488593,Cancelled by Driver,CUST33235,Prime SUV,Sahakar Nagar,Shivajinagar,,,No,,Yes,Customer related issue,No,,,,,
1/5/2026,9:21:55,CNR4990944,Pending,CUST52087,Auto,Indiranagar,Kengeri,,,No,,No,,No,,,,,
10/5/2026,0:53:25,CNR5219011,Success,CUST47458,Mini,BTM Layout,MG Road,2.5,22.9,No,,No,,No,,710.48,25.8,4.1,4.8
11/5/2026,7:49:02,CNR7145121,Cancelled by Driver,CUST51315,Auto,Banashankari,JP Nagar,,,No,,Yes,More than permitted people in there,No,,,,,
24/5/2026,23:03:37,CNR2630053,Success,CUST29510,Prime Plus,Bannerghatta Road,Sarjapur Road,4,17.1,No,,No,,No,,1431.17,21.2,3.6,3.9
2/5/2026,10:32:04,CNR8260615,Success,CUST69019,Prime SUV,Madiwala,Sahakar Nagar,6.7,32.8,No,,No,,No,,172.6,7.8,3.6,3.6
7/5/2026,6:07:27,CNR2733441,Success,CUST84061,Auto,Madiwala,Cunningham Road,9.6,25.6,No,,No,,No,,810.83,15.6,4.8,4.3
29/5/2026,9:27:33,CNR3237092,Success,CUST32516,eBike,Vijayanagar,Madiwala,11.7,45.5,No,,No,,No,,170.55,2.5,4.3,4.9
4/5/2026,18:41:00,CNR2567176,Incomplete,CUST30813,Prime SUV,BTM Layout,Vijayanagar,,,No,,No,,Yes,Vehicle Breakdown,,,,
24/5/2026,17:29:10,CNR7137215,Success,CUST36575,Prime Plus,Cunningham Road,Banashankari,2.8,41.5,No,,No,,No,,390.52,17.3,3.8,3.5
10/5/2026,14:43:34,CNR4202239,Cancelled by Driver,CUST28129,Prime Plus,BTM Layout,JP Nagar,,,No,,Yes,More than permitted people in there,No,,,,,
21/5/2026,15:58:33,CNR2433118,Success,CUST84061,Bike,Anekal,JP Nagar,5.1,44.8,No,,No,,No,,208.19,2.5,4.7,4.5
3/5/2026,16:44:01,CNR2367562,Success,CUST96885,Prime SUV,Vijayanagar,BTM Layout,2.4,24.1,No,,No,,No,,510.98,20.9,3.7,4.9
9/5/2026,17:40:38,CNR8328220,Cancelled by Driver,CUST19296,Auto,Bellandur,HSR Layout,,,No,,Yes,The customer was coughing/sick,No,,,,,
13/5/2026,6:52:14,CNR2488496,Success,CUST30479,Prime Sedan,Kengeri,Ulsoor,2.2,41.2,No,,No,,No,,201.26,28.5,4.2,3.6
27/5/2026,11:46:46,CNR4639583,Success,CUST87038,Bike,Wilson Garden,Anekal,3.2,59.9,No,,No,,No,,268.83,29.7,3.8,3.7
17/5/2026,6:07:49,CNR9512599,Pending,CUST74233,Prime Sedan,Electronic City,Madiwala,,,No,,No,,No,,,,,
2/5/2026,17:49:03,CNR2692106,Success,CUST31491,Prime SUV,Kalyan Nagar,MG Road,5.4,41.9,No,,No,,No,,325.99,22.7,4.9,4.2
24/5/2026,19:28:07,CNR8902039,Success,CUST66568,Bike,Sahakar Nagar,Kengeri,11.2,25.5,No,,No,,No,,249.01,25.9,4.6,3.7
2/5/2026,0:22:12,CNR4800490,Success,CUST25485,Prime Sedan,Bommanahalli,Bannerghatta Road,4.1,41.6,No,,No,,No,,460.32,33.6,4.1,4.5
30/5/2026,9:29:31,CNR8764917,Success,CUST82361,Bike,KR Puram,CV Raman Nagar,6.5,17.5,No,,No,,No,,344.91,27.1,4.1,4.6
7/5/2026,10:27:08,CNR6299282,Success,CUST66716,Prime Sedan,Bommanahalli,KR Puram,8.5,21.1,No,,No,,No,,442.9,31.9,5,4.7
16/5/2026,6:37:49,CNR2764687,Cancelled by Driver,CUST49406,Mini,RT Nagar,Airport Road,,,No,,Yes,More than permitted people in there,No,,,,,
3/5/2026,9:38:43,CNR5161876,Success,CUST59324,Prime Sedan,Banashankari,Cunningham Road,2.5,36.4,No,,No,,No,,506.87,13.1,3.7,4.3
17/5/2026,7:33:08,CNR4748446,Success,CUST59143,Bike,Hennur,Koramangala,8.6,47,No,,No,,No,,638.03,8.3,4.6,3.7
16/5/2026,20:00:25,CNR5615576,Success,CUST50240,Prime Plus,Kengeri,Anekal,4.4,33.3,No,,No,,No,,200.31,8.6,4.3,4.7
13/5/2026,17:12:57,CNR5795044,Success,CUST36465,Auto,Devanahalli,Hebbal,11.7,27.1,No,,No,,No,,257.9,5.5,4.3,4.2
2/5/2026,10:17:00,CNR6337458,Success,CUST56800,Bike,Hennur,Brookefield,11.4,11.1,No,,No,,No,,329.06,31.4,3.8,4.4
28/5/2026,12:30:19,CNR4857889,Pending,CUST16332,eBike,Yeshwanthpur,Madiwala,,,No,,No,,No,,,,,
24/5/2026,0:34:14,CNR1446980,Success,CUST65408,Prime SUV,Kengeri,Wilson Garden,10,35.8,No,,No,,No,,485.7,16,4.5,3.5
20/5/2026,17:30:14,CNR2762211,Success,CUST54347,Auto,Sarjapur Road,Kalyan Nagar,8,43.7,No,,No,,No,,396.69,18.2,3.8,4.9
17/5/2026,10:06:26,CNR3826942,Cancelled by Driver,CUST51354,Auto,Jayanagar,Hennur,,,No,,Yes,More than permitted people in there,No,,,,,
23/5/2026,8:24:48,CNR3699725,Success,CUST81960,Prime SUV,Kalyan Nagar,MG Road,7.3,32.5,No,,No,,No,,611.36,15.4,3.7,3.5
4/5/2026,14:44:54,CNR9914469,Success,CUST48665,eBike,Koramangala,Madiwala,8.2,58.5,No,,No,,No,,353.49,9.6,4.4,3.6
30/5/2026,10:08:06,CNR4753648,Success,CUST67156,Prime SUV,Wilson Garden,Vijayanagar,7.4,18.3,No,,No,,No,,894.65,32.5,4.1,3.6
9/5/2026,13:25:42,CNR4281367,Success,CUST74323,Mini,Banashankari,Whitefield,11.1,15.9,No,,No,,No,,845.13,25.1,3.7,3.9
21/5/2026,14:41:57,CNR1234639,Success,CUST97258,eBike,Brookefield,Wilson Garden,9.3,19.5,No,,No,,No,,338.95,26.4,3.9,4.6
19/5/2026,17:28:03,CNR5076919,Success,CUST77655,Prime Sedan,Hennur,Bellandur,7.9,21.1,No,,No,,No,,268.41,26.6,4.4,4.3
20/5/2026,18:06:10,CNR3069082,Pending,CUST28738,Bike,JP Nagar,Hebbal,,,No,,No,,No,,,,,
28/5/2026,8:53:53,CNR7757975,Success,CUST41556,eBike,Cunningham Road,Richmond Town,7.6,47,No,,No,,No,,191.76,28.1,3.8,4.1
10/5/2026,11:33:32,CNR8887252,Success,CUST21244,Bike,KR Puram,Yelahanka,3.1,15.6,No,,No,,No,,263.73,31.7,4.5,4.4
24/5/2026,3:53:00,CNR1901478,Pending,CUST42044,eBike,Marathahalli,Hebbal,,,No,,No,,No,,,,,
18/5/2026,15:02:58,CNR5684422,Cancelled by Customer,CUST62890,Prime Plus,Lalbagh,Varthur,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
3/5/2026,15:03:39,CNR2663128,Cancelled by Customer,CUST49620,Mini,Kadugodi,Hoodi,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
